1590865786301972481;2022-11-11 00:35:34+00:00;Boston's speed limit is 25mph unless otherwise posted. There should be another PSA about the citywide change #bostondriving #dorchesterdriving #baddrivers;sonicomega;['bostondriving', 'dorchesterdriving', 'baddrivers'];Boston;54;0;0;14412093;FALSE;Twitter Web App
1590862527889448960;2022-11-11 00:22:38+00:00;Bad driver of 661LD8 in MA #Belmont #BelmontMA #TownofBelmont #Massachusetts #MassRMV #rightofway #stopsign #ConcordAve #661LD8 #MA #baddriver #baddrivers #licenseplate #licenseplatesearch #findbyplate #car #vehicle https://t.co/GpSpqgGjKP https://t.co/wWZ0QyH0id;findbyplate;['Belmont', 'BelmontMA', 'TownofBelmont', 'Massachusetts', 'MassRMV', 'rightofway', 'stopsign', 'ConcordAve', '661LD8', 'MA', 'baddriver', 'baddrivers', 'licenseplate', 'licenseplatesearch', 'findbyplate', 'car', 'vehicle'];United States;73;0;0;989610372087726080;FALSE;FindbyPlate.com
1590861899318456320;2022-11-11 00:20:08+00:00;Bad driver of 973ML3 in MA #Massachusetts #MassRMV #redlight #redlight #baddriver #973ML3 #MA #baddrivers #licenseplate #licenseplatesearch #findbyplate #car #vehicle https://t.co/kvI3xZOx4f https://t.co/CXAARwvFDL;findbyplate;['Massachusetts', 'MassRMV', 'redlight', 'redlight', 'baddriver', '973ML3', 'MA', 'baddrivers', 'licenseplate', 'licenseplatesearch', 'findbyplate', 'car', 'vehicle'];United States;73;0;0;989610372087726080;FALSE;FindbyPlate.com
1590861433151008768;2022-11-11 00:18:17+00:00;Bad driver of 6WJ246 in Waltham MA #Waltham #WalthamMA #Massachusetts #MassRMV #baddriver #redlight #redlight #6WJ246 #MA #baddrivers #licenseplate #licenseplatesearch #findbyplate #car #vehicle https://t.co/FbFQ0xev7l https://t.co/kMgdTlgvt6;findbyplate;['Waltham', 'WalthamMA', 'Massachusetts', 'MassRMV', 'baddriver', 'redlight', 'redlight', '6WJ246', 'MA', 'baddrivers', 'licenseplate', 'licenseplatesearch', 'findbyplate', 'car', 'vehicle'];United States;73;0;0;989610372087726080;FALSE;FindbyPlate.com
1590859349261418496;2022-11-11 00:10:00+00:00;Conductor makes 4 infractions in a maneuver, this was taking the card at that moment https://t.co/enPGmOjNJf . #dashcam #coimbra #portugal #driving #rushhour #traveling #driving #police #transitpolice #trafficpolice #roadrage #worstdrivers #baddrivers;jomirife;['dashcam', 'coimbra', 'portugal', 'driving', 'rushhour', 'traveling', 'driving', 'police', 'transitpolice', 'trafficpolice', 'roadrage', 'worstdrivers', 'baddrivers'];Coimbra, Portugal;32842;0;0;25051454;FALSE;Twitter Web App
1590824577718169600;2022-11-10 21:51:50+00:00;8 California cities made the Top 10 list for Worst Drivers in U.S. Find out if your city made the cut: https://t.co/CZubKKfLbm #baddrivers #driving #drivesafe #traffic #trafficsafety #publicsafety #caraccident #caraccidentlawyer #personalinjury #personalinjurylaw @DetectiveMoses;DordulianLaw;['baddrivers', 'driving', 'drivesafe', 'traffic', 'trafficsafety', 'publicsafety', 'caraccident', 'caraccidentlawyer', 'personalinjury', 'personalinjurylaw'];Glendale, CA;205;1;1;1215756943433666560;FALSE;Twitter Web App
1590652744309743622;2022-11-10 10:29:01+00:00;In need of #coffee after nearly getting run over by a woman driving a #Jaguar. I was in the middle of road, crossing a child over 🍭 #baddrivers https://t.co/prkgQEhhHl;GoddessJulie41;['coffee', 'Jaguar', 'baddrivers'];United Kingdom;391;0;0;2262789091;FALSE;Twitter for Android
1590611450136887297;2022-11-10 07:44:56+00:00;Impertinent fucks in white vans. Osprey Environmental AP04 OEL pulling out and running over the hedge then some twat jumping the give way queue (no clear index or would have reported). #badDrivers #TwatsWithMotors https://t.co/M28SZrftDY;badpassherts;['badDrivers', 'TwatsWithMotors'];Hertfordshire;123;0;1;1560158599938293760;FALSE;Twitter for iPhone
1590338761678008321;2022-11-09 13:41:22+00:00;Introducing the shocking video reflected on the dash cam. Here are today's favorites ↓ https://t.co/O4OW3Ev98t #dashcam #Crash #carcrash #caraccident #baddrivers #crazyvideo #crazyvideos #dashcammovies #short #trafficaccident #shockingvideo https://t.co/VNJGQM7VlO;dashcam_movie;['dashcam', 'Crash', 'carcrash', 'caraccident', 'baddrivers', 'crazyvideo', 'crazyvideos', 'dashcammovies', 'short', 'trafficaccident', 'shockingvideo'];;1;1;0;1581630977817817088;FALSE;Twitter for Android
1590273687118565376;2022-11-09 09:22:47+00:00;Introducing the shocking video reflected on the dash cam. Here are today's favorites ↓ https://t.co/TR4yfpvI0k #dashcam #Crash #carcrash #caraccident #baddrivers #crazyvideo #crazyvideos #dashcammovies #short #trafficaccident #shockingvideo https://t.co/Q6cLUym5T3;dashcam_movie;['dashcam', 'Crash', 'carcrash', 'caraccident', 'baddrivers', 'crazyvideo', 'crazyvideos', 'dashcammovies', 'short', 'trafficaccident', 'shockingvideo'];;1;1;0;1581630977817817088;FALSE;Twitter for Android
1590273051845099520;2022-11-09 09:20:16+00:00;Introducing the shocking video reflected on the dash cam. Here are today's favorites ↓ https://t.co/TR4yfpvI0k #dashcam #Crash #carcrash #caraccident #baddrivers #crazyvideo #crazyvideos #dashcammovies #short #trafficaccident #shockingvideo https://t.co/IxG26WlkrW;dashcam_movie;['dashcam', 'Crash', 'carcrash', 'caraccident', 'baddrivers', 'crazyvideo', 'crazyvideos', 'dashcammovies', 'short', 'trafficaccident', 'shockingvideo'];;1;2;1;1581630977817817088;FALSE;Twitter for Android
1590271453244854272;2022-11-09 09:13:54+00:00;Introducing the shocking video reflected on the dash cam. Here are today's favorites ↓ https://t.co/HWyz0tZCn5 #dashcam #Crash #carcrash #caraccident #baddrivers #crazyvideo #crazyvideos #dashcammovies #short #trafficaccident #shockingvideo https://t.co/sj9L62lQPA;dashcam_movie;['dashcam', 'Crash', 'carcrash', 'caraccident', 'baddrivers', 'crazyvideo', 'crazyvideos', 'dashcammovies', 'short', 'trafficaccident', 'shockingvideo'];;1;1;0;1581630977817817088;FALSE;Twitter for Android
1590265201139798016;2022-11-09 08:49:04+00:00;#HYDTPweBringAwareness Wrong side driving is always FATAL. #StopWrongSideDriving #WrongSideDriving #baddrivers #RoadAccident  #Wrongwaydriver #drivingonthewrongside @JtCPTrfHyd https://t.co/Od769LerUR;HYDTP;['HYDTPweBringAwareness', 'StopWrongSideDriving', 'WrongSideDriving', 'baddrivers', 'RoadAccident', 'Wrongwaydriver', 'drivingonthewrongside'];Hyderabad 8712660652;208175;3;20;399923595;FALSE;Twitter Web App
1590097767187505152;2022-11-08 21:43:44+00:00;Friend said he just saw 5 car accidents on the fwy between La Mesa and Mission Valley. #SanDiego #rain  #baddrivers;sdtips;['SanDiego', 'rain', 'baddrivers'];San Diego, California;20474;0;1;15150828;FALSE;Twitter for iPhone
1589956232441638912;2022-11-08 12:21:20+00:00;Stopping drivers from turning right on red? I'd be happy if they could just get them to stop plowing right through red lights. #Baddrivers https://t.co/GEo1pmysW5 via @BostonGlobe;markpothier;['Baddrivers'];Boston;3148;0;1;15824386;FALSE;Twitter Web App
1589908860126769153;2022-11-08 09:13:05+00:00;Introducing the shocking video reflected on the dash cam. Here are today's favorites ↓ https://t.co/6xjZMEapSh #dashcam #Crash #carcrash #caraccident #baddrivers #crazyvideo #crazyvideos #dashcammovies #short #trafficaccident #shockingvideo https://t.co/rfVKtkQbDO;dashcam_movie;['dashcam', 'Crash', 'carcrash', 'caraccident', 'baddrivers', 'crazyvideo', 'crazyvideos', 'dashcammovies', 'short', 'trafficaccident', 'shockingvideo'];;1;1;0;1581630977817817088;FALSE;Twitter for Android
1589779785982828545;2022-11-08 00:40:12+00:00;Shame!  #baddrivers #shame #shameless #4x4 https://t.co/71pGwbEhQX;BellOfShame;['baddrivers', 'shame', 'shameless', '4x4'];USA;9;0;0;1581416748552572928;FALSE;Twitter Web App
1589759611946831872;2022-11-07 23:20:02+00:00;Once again, just a reminder that drivers also do not stop when they’re supposed to #baddrivers #entitleddrivers #carsruincities #LAdrivers #LAsucksforcycling #speeding https://t.co/kxtc9uY1U4;OnYour_Left;['baddrivers', 'entitleddrivers', 'carsruincities', 'LAdrivers', 'LAsucksforcycling', 'speeding'];;418;0;0;30393739;FALSE;Twitter for iPhone
1589635088345620481;2022-11-07 15:05:13+00:00;8 #California cities rank in top 10 for worst drivers in America: https://t.co/uu6NnTr93j #BadDrivers #RoadDangers https://t.co/Y4LxYycd17;NorCalLawTeam;['California', 'BadDrivers', 'RoadDangers'];Sacramento, Stockton, Modesto;455;1;2;2463759840;FALSE;Hootsuite Inc.
1589471359658491904;2022-11-07 04:14:37+00:00;Just we’re clear, drivers run red lights too. Corner of McCadden and 6th St #driversrunredlightstoo #baddrivers #entitleddrivers #carculturesucks https://t.co/nYkiDU4GO7;OnYour_Left;['driversrunredlightstoo', 'baddrivers', 'entitleddrivers', 'carculturesucks'];;418;1;1;30393739;FALSE;Twitter for iPhone
1589434245130371072;2022-11-07 01:47:08+00:00;a6: texting/emailing while driving scares the $hit out of me, which is why i say always assume people don't see you. i would rather be safe than sorry. #runchat #baddrivers https://t.co/Rp26vBQDr8;RunGearGuy;['runchat', 'baddrivers'];Cleveland, OH;4182;0;0;235566145;FALSE;TweetDeck
1589415848560971776;2022-11-07 00:34:02+00:00;TECHNICALLY this is the snow's fault. It really should have some type of reflective paint on it. Also, does anyone know if the snow pays road tax?? Clearly, That's the problem here...  #canada #canadiandrivers #carskill #bancars #baddrivers #Snowfall https://t.co/wG0bObXlvi;chriscrond;['canada', 'canadiandrivers', 'carskill', 'bancars', 'baddrivers', 'Snowfall'];Canada;150;0;0;621453;FALSE;Twitter for Android
1589385561378238464;2022-11-06 22:33:41+00:00;This should be part of the solution for drivers who think it's OK not to give at least 1.5m distance when passing etc #baddrivers https://t.co/min2crfahe;the_bicycle_bus;['baddrivers'];Warwick, England;326;0;1;1531024024322588675;FALSE;Twitter for Android
1589283562368696323;2022-11-06 15:48:23+00:00;@ECampbell360 No football game is worth the risk of killing someone, @CBSNews make sure ya girl knows #atlantadrivers #baddrivers #atlanta https://t.co/Pc70gMPvNC;SportsItsMe;['atlantadrivers', 'baddrivers', 'atlanta'];;1;0;0;1568060128925982721;FALSE;Twitter for iPhone
1589078111601446912;2022-11-06 02:12:00+00:00;Just gonna leave this here... #baddrivers https://t.co/aMt8xg2DAA;CherryBomb_73;['baddrivers'];Southern Utopia, Canada;17605;1;12;1346250799920328704;FALSE;Twitter for Android
1588873752380854272;2022-11-05 12:39:57+00:00;Having driven today for a total of just 17.7miles….I am amazed how some people have passed their driving test!!!!  Particularly Tesla drivers!  🤬  #baddrivers #tesladrivers;UniqueImageP;['baddrivers', 'tesladrivers'];England, United Kingdom;152;0;0;796791846324338688;FALSE;Twitter for iPhone
1588824450958360576;2022-11-05 09:24:02+00:00;TOTAL IDIOTS AT WORK 2022 #23 | #Funny ...   https://t.co/6ev6vaQur6   #BadDay #BadDayAtWork #BadDrivers #CarFails #Days #DrivingFails https://t.co/dTRMbDY2PU;wa_co_ca;['Funny', 'BadDay', 'BadDayAtWork', 'BadDrivers', 'CarFails', 'Days', 'DrivingFails'];;2161;0;0;1056486255045697537;FALSE;WACOCA2021
1588782087460384768;2022-11-05 06:35:42+00:00;"Another weekend work having to deal with the morons on the A5 between #Telford &amp; #Shrewsbury all day.   Hopefully @WMerciaPolice will have extra people out catching these shocking drivers.   #BadDrivers  #NHS #TelfordCops";in_bloke;['Telford', 'Shrewsbury', 'BadDrivers', 'NHS', 'TelfordCops'];Telford and Wrekin;95;1;4;1329443942081978373;FALSE;Twitter for Android
1588662043217125376;2022-11-04 22:38:41+00:00;To the girl who almost T-boned me coming off Perrine onto North st because you were on your phone.  I hope you burn in hell.  #baddrivers;CHALMYYYY;['baddrivers'];Auburn,NY;224;0;0;338751217;FALSE;Twitter for iPhone
1588650482859270144;2022-11-04 21:52:45+00:00;Bad driver of LV87443 in Lexington MA #Lexington #LexingtonMA #Massachusetts #MassRMV #redlight #redlight #baddriver #LV87443 #MA #baddrivers #licenseplate #licenseplatesearch #findbyplate #car #vehicle https://t.co/X1ZVwbP6bj https://t.co/mjen6Q19sQ;findbyplate;['Lexington', 'LexingtonMA', 'Massachusetts', 'MassRMV', 'redlight', 'redlight', 'baddriver', 'LV87443', 'MA', 'baddrivers', 'licenseplate', 'licenseplatesearch', 'findbyplate', 'car', 'vehicle'];United States;73;0;0;989610372087726080;FALSE;FindbyPlate.com
1591483731180675076;2022-11-12 17:31:04+00:00;Whether you immediately experience these symptoms after a car accident or they manifest after some time has passed, they could all be signs that you need treatment as a result of the collision: https://t.co/ecZlZ2sfj9   #TheFloridaFirm #CarAccidentInjuries #CarAccidents https://t.co/2JiYwD1di2;TheFLFirm;['TheFloridaFirm', 'CarAccidentInjuries', 'CarAccidents'];Orlando, FL;2150;0;1;1395461946;FALSE;Sendible
1591370308790849536;2022-11-12 10:00:22+00:00;Did you know @Tesla's Autopilot add-on costs $15,000? #selfdrivingcar  Since June, it's been involved in at least 10 fatal #caraccidents.   Here's what you need to know, in 60 seconds. #selfdrivingcars   https://t.co/O7OemIRkLh;kimkomando;['selfdrivingcar', 'caraccidents', 'selfdrivingcars'];Phoenix, AZ USA;57909;0;1;22194235;FALSE;Buffer
1591338496576598016;2022-11-12 07:53:57+00:00;Car Crashes Compilation #480   #dashcamera #caraccidents #truckinglife https://t.co/JpkJTXstHi via @FacebookWatch;HVaucher;['dashcamera', 'caraccidents', 'truckinglife'];Metz France;3947;0;0;1425403994441232386;FALSE;Twitter Web App
1591249994736082944;2022-11-12 02:02:17+00:00;Make sure you guys have the right insurance 👀 Follow me for more valuable information  #caraccidents #personalinjury #florida #attorney #miami https://t.co/2XsYag0Tlm;C_A_R_S_LLC;['caraccidents', 'personalinjury', 'florida', 'attorney', 'miami'];Plantation, FL;10;0;0;999021370930581504;FALSE;Metricool
1591145027782250503;2022-11-11 19:05:11+00:00;Research: Permanent #DaylightSavings time could save human and animal lives on our roads: https://t.co/kwgCukdizG #RoadSafety #CarAccidents https://t.co/mXAfhXhTbv;Lovell_Law;['DaylightSavings', 'RoadSafety', 'CarAccidents'];;606;0;2;1392593205833736199;FALSE;Hootsuite Inc.
1591129157978685461;2022-11-11 18:02:07+00:00;Be safe this weekend everyone!   #friday #weekend #tgif #lasvegas #danlovell #empirelawgroup #lawyer #accident #sincity #lasvegasstrip #caraccidents https://t.co/dAIxH4AHKq;EmpireLawLV;['friday', 'weekend', 'tgif', 'lasvegas', 'danlovell', 'empirelawgroup', 'lawyer', 'accident', 'sincity', 'lasvegasstrip', 'caraccidents'];Las Vegas, NV;21;0;0;983267270007734272;FALSE;Hootsuite Inc.
1590743820194533378;2022-11-10 16:30:55+00:00;Do you how much attorneys are charging? 👀 Follow us for more valuable information 👉 #caraccidents #attorney #broward #miami #florida #personalinjury https://t.co/1sjjdM4uQw;C_A_R_S_LLC;['caraccidents', 'attorney', 'broward', 'miami', 'florida', 'personalinjury'];Plantation, FL;10;0;0;999021370930581504;FALSE;Metricool
1590593734684860421;2022-11-10 06:34:32+00:00;Overspeeding can cause accidents, which is the most significant factor in the loss of life due to traffic rules violations.   Please drive decently to avoid accidents.   #rajeshchopra #overspeeding #roadaccident #roadaccidents #accidents #accident #caraccident #caraccidents https://t.co/GOX7caW0Pd;ichoprarajesh;['rajeshchopra', 'overspeeding', 'roadaccident', 'roadaccidents', 'accidents', 'accident', 'caraccident', 'caraccidents'];Chandigarh, India;502;0;2;2855208878;FALSE;Twitter Web App
1590524933884776448;2022-11-10 02:01:09+00:00;Even if the other person in the accident doesn’t have insurance, you should have uninsured motorist coverage through your insurance, which provides liability coverage in situations where the person who causes you damage or injury does not have insurance. #CarAccidents https://t.co/34Nwr6Ogrk;JimFleenorLaw;['CarAccidents'];;0;0;0;1469366359524057094;FALSE;Sprout Social
1590449729132896261;2022-11-09 21:02:19+00:00;"Heal your ‘hood’s accident-prone streets in minutes, instill peace &amp; safety. 😍 https://t.co/piVq9nsLUJ #streetsafety #caraccidents #healing https://t.co/h5JdtwpuL5";HolisticTips4U;['streetsafety', 'caraccidents', 'healing'];Worldwide from Arizona, USA;7205;1;3;2926110354;FALSE;Hootsuite Inc.
1590422769623502848;2022-11-09 19:15:11+00:00;New crash analysis tool comprehensively evaluates causes behind deadly #crashes and how to prevent them: https://t.co/TtCPF0kdnH #CarAccidents #RoadSafety https://t.co/jQphClusKA;NorCalLawTeam;['crashes', 'CarAccidents', 'RoadSafety'];Sacramento, Stockton, Modesto;455;0;0;2463759840;FALSE;Hootsuite Inc.
1590381233619574784;2022-11-09 16:30:08+00:00;Several factors play a part in each type of accident, so it's imperative drivers are alert and cautious to help reduce these collisions. If you or a loved one have been in an accident, you may be entitled to compensation for your losses: https://t.co/PT2TJizkIx    #CarAccidents https://t.co/0CTxHz7Fm1;OmahaInjury;['CarAccidents'];Omaha, Nebraska;97;0;0;419078581;FALSE;Sendible
1590134831224328192;2022-11-09 00:11:01+00:00;Winter won't be here for 6 weeks, but Denver, #Colorado saw 2-5 inches of snow last Friday. 100 motorists got into a multi-#carpileup on 6th Ave. between Klamath St. and Federal Blvd. #winterstorm #wintertime #denvercolorado #carcrash #caraccidents #denversnowstorm #carinsurance https://t.co/QS6C6m1Vby;eTagsTweets;['Colorado', 'carpileup', 'winterstorm', 'wintertime', 'denvercolorado', 'carcrash', 'caraccidents', 'denversnowstorm', 'carinsurance'];;1312;0;1;3058048765;FALSE;Sprout Social
1590080059045564417;2022-11-08 20:33:22+00:00;Read the new #czlaw blog to learn more! https://t.co/F7HAxA45Wi  After two fatal #caraccidents involving exploding Takata airbags, Fiat Chrysler Automobiles issued a #recall and do-not-drive order affecting 272K vehicles.;cz__law;['czlaw', 'caraccidents', 'recall'];Los Angeles, CA;127;0;1;137815544;FALSE;Sprout Social
1590040913438703616;2022-11-08 17:57:49+00:00;"#CarAccidents can leave you stranded. The #NFG have partnerships to get back and forth from your Dr Appts, so u can ""GTTM"". Car Crash, Slip N Fall, or Hurt At Work, you know who to call. When things gone wrong, HOLLA AT YA BOY RON!  #1800NoFault #ZaeHD #GTTM #HollaAtYaBoyRon https://t.co/fcSV7KsFWK";Prime8cc;['CarAccidents', 'NFG', '1800NoFault', 'ZaeHD', 'GTTM', 'HollaAtYaBoyRon'];Orlando Fl;245;0;0;338586512;FALSE;Twitter for Android
1590019622635724800;2022-11-08 16:33:13+00:00;To schedule a free consultation with an experienced State College #caraccidentlawyer, please call us at (814) 343-9860. We represent clients all over Centre County. #accident #caraccident #caraccidents #caraccidentattorney #collision #crash #motorvehicle https://t.co/kB63ujcTlN https://t.co/wQsL8aly8B;arjalaw;['caraccidentlawyer', 'accident', 'caraccident', 'caraccidents', 'caraccidentattorney', 'collision', 'crash', 'motorvehicle'];State College, Pennsylvania;868;0;5;2859177233;FALSE;Twitter Web App
1589998730358689799;2022-11-08 15:10:12+00:00;#CaliforniaDrivers are some of the worst, #Sacramento drivers at the top of the list: https://t.co/dkhqaVfqJv #DUI #CarAccidents https://t.co/aP7l7M6gz8;NorCalLawTeam;['CaliforniaDrivers', 'Sacramento', 'DUI', 'CarAccidents'];Sacramento, Stockton, Modesto;455;0;0;2463759840;FALSE;Hootsuite Inc.
1589997472424030210;2022-11-08 15:05:12+00:00;The rate of Americans dying in traffic crashes far outpaces that of most other countries: https://t.co/QnbpB7c3xO #CarCrashes #CarAccidents #TrafficDeaths https://t.co/s3OVi71SQg;SMT_Legal;['CarCrashes', 'CarAccidents', 'TrafficDeaths'];Pittsburgh, PA;479;1;0;257729869;FALSE;Hootsuite Inc.
1589996820717080577;2022-11-08 15:02:37+00:00;📚 After many years of working in the insurance industry, Carl Nagle used his expertise to write an entire handbook meant to assist accident victims from the lens of insurance companies. You can find the e-book version on our website here: https://t.co/EfajRvJW7j #caraccidents;TheNagleFirm;['caraccidents'];North Carolina;258;0;0;366691151;FALSE;SocialPilot.co
1589727444730511362;2022-11-07 21:12:13+00:00;@VOAFLA follows Coleman Law Group's Mission by helping people with compassionate support services.  #personalinjurylawyer #personalinjuries #trafficaccident #autoaccident #stpetersburg #stpetersburg #tampa #landolakes #lakeland #sarasota #personalinjurylaw #caraccidents #law https://t.co/dTlttubB8j;colemanlawgroup;['personalinjurylawyer', 'personalinjuries', 'trafficaccident', 'autoaccident', 'stpetersburg', 'stpetersburg', 'tampa', 'landolakes', 'lakeland', 'sarasota', 'personalinjurylaw', 'caraccidents', 'law'];St Petersburg, FL;369;0;0;219983865;FALSE;Twitter Web App
1589706829646692352;2022-11-07 19:50:18+00:00;While driving on a sunny day may provide great scenery, it can also be hazardous if the driver's view is compromised by a sun glare. Check out our safety tips! 😎  https://t.co/04MVRVoMqD  #sunglare #cohenjaffe #caraccidents #longislandlaywers #queensaccidentlawyers;CohenJaffe;['sunglare', 'cohenjaffe', 'caraccidents', 'longislandlaywers', 'queensaccidentlawyers'];New York, United States ;4380;0;0;106131050;FALSE;Twitter Web App
1589664781065195520;2022-11-07 17:03:13+00:00;Deer sighting! It’s common to see deer and other wildlife out more around this time of year to forage for food. Stay aware of your surroundings when driving in wooded areas to avoid collisions or accidents. #stayaware #wildlife #caraccidents https://t.co/oxM8ym37an;PortJervisPD;['stayaware', 'wildlife', 'caraccidents'];Port Jervis, NY;817;0;0;1525932697;FALSE;Hootsuite Inc.
1589637600477937666;2022-11-07 15:15:12+00:00;After 22 years, TxDOT aims to stop the cycle of daily deaths on #Texas roadways: https://t.co/FFsFokEnq7 #RoadDangers #CarAccidents #RoadFatalities https://t.co/bJMtOJwpkR;Lovell_Law;['Texas', 'RoadDangers', 'CarAccidents', 'RoadFatalities'];;606;1;0;1392593205833736199;FALSE;Hootsuite Inc.
1588594471536676864;2022-11-04 18:10:11+00:00;Permanent #DaylightSaving time would cut collisions with #deer and save lives: https://t.co/EkNVeTPrZG #CarAccidents https://t.co/ZiSJBUSMeM;Lovell_Law;['DaylightSaving', 'deer', 'CarAccidents'];;606;0;6;1392593205833736199;FALSE;Hootsuite Inc.
1588590705995292673;2022-11-04 17:55:13+00:00;Eliminating #DriverError doesn't work. What does? https://t.co/GMkfNdWyXG #RoadSafety #CarAccidents #RoadDeaths https://t.co/8guQ1vvvRU;LiggettLawGroup;['DriverError', 'RoadSafety', 'CarAccidents', 'RoadDeaths'];Lubbock, TX;1558;0;4;2414826756;FALSE;Hootsuite Inc.
1588577430482059264;2022-11-04 17:02:28+00:00;Smile, It's Friday!  friday #weekend #tgif #lasvegas #danlovell #empirelawgroup #lawyer #accident #sincity #lasvegasstrip #caraccidents https://t.co/1sliahQVXL;EmpireLawLV;['weekend', 'tgif', 'lasvegas', 'danlovell', 'empirelawgroup', 'lawyer', 'accident', 'sincity', 'lasvegasstrip', 'caraccidents'];Las Vegas, NV;21;0;0;983267270007734272;FALSE;Hootsuite Inc.
